These results were downloaded and refreshed on June      25, 2025 at 0:00 a.m. ET. / Ces résultats ont été téléchargés et rafraichis le 25 juin 2025 à 0h HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
35091	Sault Ste. Marie--Algoma	Sault Ste. Marie--Algoma	validated	validés	Stevenson		Hugh	Conservative	Conservateur	29208	44.7	354	65671
35092	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Lovell		Dan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1449	2.9	0	50332
35092	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Movsessian		Aris	Conservative	Conservateur	21314	42.3	0	50332
35092	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Yip		Jean	Liberal	Libéral	27569	54.8	0	50332
35092	Scarborough--Agincourt	Scarborough--Agincourt	validated	validés	Lovell		Dan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1449	2.9	466	51199
35092	Scarborough--Agincourt	Scarborough--Agincourt	validated	validés	Movsessian		Aris	Conservative	Conservateur	21732	42.8	466	51199
35092	Scarborough--Agincourt	Scarborough--Agincourt	validated	validés	Yip		Jean	Liberal	Libéral	27552	54.3	466	51199
35093	Scarborough Centre--Don Valley East	Scarborough-Centre--Don Valley-Est	preliminary	préliminaires	Koa		Alyson	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1583	3.3	0	48135
35093	Scarborough Centre--Don Valley East	Scarborough-Centre--Don Valley-Est	preliminary	préliminaires	Koubakis		Peter	People's Party - PPC	Parti populaire - PPC	660	1.4	0	48135
35093	Scarborough Centre--Don Valley East	Scarborough-Centre--Don Valley-Est	preliminary	préliminaires	Mathew		Belent	Conservative	Conservateur	18353	38.1	0	48135
35093	Scarborough Centre--Don Valley East	Scarborough-Centre--Don Valley-Est	preliminary	préliminaires	Zahid		Salma	Liberal	Libéral	27539	57.2	0	48135
35093	Scarborough Centre--Don Valley East	Scarborough-Centre--Don Valley-Est	validated	validés	Koa		Alyson	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1565	3.3	488	48576
35093	Scarborough Centre--Don Valley East	Scarborough-Centre--Don Valley-Est	validated	validés	Koubakis		Peter	People's Party - PPC	Parti populaire - PPC	659	1.4	488	48576
35093	Scarborough Centre--Don Valley East	Scarborough-Centre--Don Valley-Est	validated	validés	Mathew		Belent	Conservative	Conservateur	18307	38.1	488	48576
35093	Scarborough Centre--Don Valley East	Scarborough-Centre--Don Valley-Est	validated	validés	Zahid		Salma	Liberal	Libéral	27557	57.3	488	48576
35094	Scarborough--Guildwood--Rouge Park	Scarborough--Guildwood--Rouge Park	preliminary	préliminaires	Anandasangaree		Gary	Liberal	Libéral	35343	63.9	0	55277
35094	Scarborough--Guildwood--Rouge Park	Scarborough--Guildwood--Rouge Park	preliminary	préliminaires	Jalan		Suchita	Conservative	Conservateur	17529	31.7	0	55277
35094	Scarborough--Guildwood--Rouge Park	Scarborough--Guildwood--Rouge Park	preliminary	préliminaires	Kwok		Kingsley	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1770	3.2	0	55277
35094	Scarborough--Guildwood--Rouge Park	Scarborough--Guildwood--Rouge Park	preliminary	préliminaires	Rife		Troy	Green Party	Parti Vert	635	1.1	0	55277
35094	Scarborough--Guildwood--Rouge Park	Scarborough--Guildwood--Rouge Park	validated	validés	Anandasangaree		Gary	Liberal	Libéral	35295	64	321	55506
35094	Scarborough--Guildwood--Rouge Park	Scarborough--Guildwood--Rouge Park	validated	validés	Jalan		Suchita	Conservative	Conservateur	17485	31.7	321	55506
35094	Scarborough--Guildwood--Rouge Park	Scarborough--Guildwood--Rouge Park	validated	validés	Kwok		Kingsley	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1772	3.2	321	55506
35094	Scarborough--Guildwood--Rouge Park	Scarborough--Guildwood--Rouge Park	validated	validés	Rife		Troy	Green Party	Parti Vert	633	1.1	321	55506
35095	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Chen		Shaun	Liberal	Libéral	29428	63	0	46740
35095	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Manji		Karishma	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1844	3.9	0	46740
35095	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Sandhu		Gurmit	Conservative	Conservateur	15468	33.1	0	46740
35095	Scarborough North	Scarborough-Nord	validated	validés	Chen		Shaun	Liberal	Libéral	29418	63	446	47178
35095	Scarborough North	Scarborough-Nord	validated	validés	Manji		Karishma	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1827	3.9	446	47178
35095	Scarborough North	Scarborough-Nord	validated	validés	Sandhu		Gurmit	Conservative	Conservateur	15487	33.1	446	47178
35096	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Blair		Bill	Liberal	Libéral	33395	61.4	0	54383
35096	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Cain		Amanda	Green Party	Parti Vert	753	1.4	0	54383
35096	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Khan		Imran	Centrist	Centriste	165	.3	0	54383
35096	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Nugent		Christine	Marxist-Leninist	Marxiste-Léniniste	113	.2	0	54383
35096	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Poulin		Michael	People's Party - PPC	Parti populaire - PPC	565	1	0	54383
35096	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Shaban		Fatima	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2710	5	0	54383
35096	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Tarun		Asm	Conservative	Conservateur	16682	30.7	0	54383
35096	Scarborough Southwest	Scarborough-Sud-Ouest	validated	validés	Blair		Bill	Liberal	Libéral	33495	61.5	264	54740
35096	Scarborough Southwest	Scarborough-Sud-Ouest	validated	validés	Cain		Amanda	Green Party	Parti Vert	754	1.4	264	54740
35096	Scarborough Southwest	Scarborough-Sud-Ouest	validated	validés	Khan		Imran	Centrist	Centriste	165	.3	264	54740
35096	Scarborough Southwest	Scarborough-Sud-Ouest	validated	validés	Nugent		Christine	Marxist-Leninist	Marxiste-Léniniste	113	.2	264	54740
35096	Scarborough Southwest	Scarborough-Sud-Ouest	validated	validés	Poulin		Michael	People's Party - PPC	Parti populaire - PPC	567	1	264	54740
35096	Scarborough Southwest	Scarborough-Sud-Ouest	validated	validés	Shaban		Fatima	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2730	5	264	54740
35096	Scarborough Southwest	Scarborough-Sud-Ouest	validated	validés	Tarun		Asm	Conservative	Conservateur	16652	30.6	264	54740
35097	Scarborough--Woburn	Scarborough--Woburn	preliminary	préliminaires	Bhaiyat		Amina	Independent	Indépendant(e)	2108	5	0	41761
35097	Scarborough--Woburn	Scarborough--Woburn	preliminary	préliminaires	Broughton		Gianne	Green Party	Parti Vert	1653	4	0	41761
35097	Scarborough--Woburn	Scarborough--Woburn	preliminary	préliminaires	Coteau		Michael	Liberal	Libéral	22534	54	0	41761
35097	Scarborough--Woburn	Scarborough--Woburn	preliminary	préliminaires	Muttukuru		Reddy	Conservative	Conservateur	12602	30.2	0	41761
35097	Scarborough--Woburn	Scarborough--Woburn	preliminary	préliminaires	Sipra		Ayub	Centrist	Centriste	974	2.3	0	41761
35097	Scarborough--Woburn	Scarborough--Woburn	preliminary	préliminaires	Wedge		George	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1890	4.5	0	41761
35097	Scarborough--Woburn	Scarborough--Woburn	validated	validés	Bhaiyat		Amina	Independent	Indépendant(e)	181	.4	386	42254
35097	Scarborough--Woburn	Scarborough--Woburn	validated	validés	Broughton		Gianne	Green Party	Parti Vert	499	1.2	386	42254
35097	Scarborough--Woburn	Scarborough--Woburn	validated	validés	Coteau		Michael	Liberal	Libéral	25281	60.4	386	42254
35097	Scarborough--Woburn	Scarborough--Woburn	validated	validés	Muttukuru		Reddy	Conservative	Conservateur	14291	34.1	386	42254
35097	Scarborough--Woburn	Scarborough--Woburn	validated	validés	Sipra		Ayub	Centrist	Centriste	150	.4	386	42254
35097	Scarborough--Woburn	Scarborough--Woburn	validated	validés	Wedge		George	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1466	3.5	386	42254
35098	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Bains		Jasleen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1594	2.3	0	68433
35098	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Dowdall		Terry	Conservative	Conservateur	35385	51.7	0	68433
35098	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Kuhn		Allan	Green Party	Parti Vert	997	1.5	0	68433
35098	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Mammoliti		Giorgio	People's Party - PPC	Parti populaire - PPC	526	.8	0	68433
35098	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Munro		Bren	Liberal	Libéral	29931	43.7	0	68433
35098	Simcoe--Grey	Simcoe--Grey	validated	validés	Bains		Jasleen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1574	2.3	402	68309
35098	Simcoe--Grey	Simcoe--Grey	validated	validés	Dowdall		Terry	Conservative	Conservateur	35364	52.1	402	68309
35098	Simcoe--Grey	Simcoe--Grey	validated	validés	Kuhn		Allan	Green Party	Parti Vert	991	1.5	402	68309
35098	Simcoe--Grey	Simcoe--Grey	validated	validés	Mammoliti		Giorgio	People's Party - PPC	Parti populaire - PPC	523	.8	402	68309
35098	Simcoe--Grey	Simcoe--Grey	validated	validés	Munro		Bren	Liberal	Libéral	29455	43.4	402	68309
35099	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Chambers		Adam	Conservative	Conservateur	33385	48.2	0	69251
35099	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Emo		Russ	Christian Heritage Party	Parti de l'Héritage Chrétien	202	.3	0	69251
35099	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Little		Ray	Green Party	Parti Vert	1292	1.9	0	69251
35099	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Lloyd		Melissa	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2581	3.7	0	69251
35099	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Makk		Stephen Toivo	People's Party - PPC	Parti populaire - PPC	660	1	0	69251
35099	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Rocca		Ryan	Liberal	Libéral	31131	45	0	69251
35099	Simcoe North	Simcoe-Nord	validated	validés	Chambers		Adam	Conservative	Conservateur	32241	48.4	482	67087
35099	Simcoe North	Simcoe-Nord	validated	validés	Emo		Russ	Christian Heritage Party	Parti de l'Héritage Chrétien	191	.3	482	67087
35099	Simcoe North	Simcoe-Nord	validated	validés	Little		Ray	Green Party	Parti Vert	1260	1.9	482	67087
35099	Simcoe North	Simcoe-Nord	validated	validés	Lloyd		Melissa	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2508	3.8	482	67087
35099	Simcoe North	Simcoe-Nord	validated	validés	Makk		Stephen Toivo	People's Party - PPC	Parti populaire - PPC	638	1	482	67087
35099	Simcoe North	Simcoe-Nord	validated	validés	Rocca		Ryan	Liberal	Libéral	29767	44.7	482	67087
35100	Spadina--Harbourfront	Spadina--Harbourfront	preliminary	préliminaires	Di Pasquale		Norm	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3995	7.8	0	51518
35100	Spadina--Harbourfront	Spadina--Harbourfront	preliminary	préliminaires	Filipova		Diana	Conservative	Conservateur	16002	31.1	0	51518
35100	Spadina--Harbourfront	Spadina--Harbourfront	preliminary	préliminaires	Jubinville		Gilbert Joseph	People's Party - PPC	Parti populaire - PPC	188	.4	0	51518
35100	Spadina--Harbourfront	Spadina--Harbourfront	preliminary	préliminaires	Lin		Nick	Marxist-Leninist	Marxiste-Léniniste	83	.2	0	51518
35100	Spadina--Harbourfront	Spadina--Harbourfront	preliminary	préliminaires	Nguyen		Chi	Liberal	Libéral	30769	59.7	0	51518
35100	Spadina--Harbourfront	Spadina--Harbourfront	preliminary	préliminaires	Rand		Gordon	Green Party	Parti Vert	442	.9	0	51518
35100	Spadina--Harbourfront	Spadina--Harbourfront	preliminary	préliminaires	Rao		Shrey	Independent	Indépendant(e)	39	.1	0	51518
35100	Spadina--Harbourfront	Spadina--Harbourfront	validated	validés	Di Pasquale		Norm	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4107	7.8	310	53300
35100	Spadina--Harbourfront	Spadina--Harbourfront	validated	validés	Filipova		Diana	Conservative	Conservateur	16286	30.7	310	53300
35100	Spadina--Harbourfront	Spadina--Harbourfront	validated	validés	Jubinville		Gilbert Joseph	People's Party - PPC	Parti populaire - PPC	193	.4	310	53300
35100	Spadina--Harbourfront	Spadina--Harbourfront	validated	validés	Lin		Nick	Marxist-Leninist	Marxiste-Léniniste	85	.2	310	53300
35100	Spadina--Harbourfront	Spadina--Harbourfront	validated	validés	Nguyen		Chi	Liberal	Libéral	31832	60.1	310	53300
35100	Spadina--Harbourfront	Spadina--Harbourfront	validated	validés	Rand		Gordon	Green Party	Parti Vert	448	.8	310	53300
35100	Spadina--Harbourfront	Spadina--Harbourfront	validated	validés	Rao		Shrey	Independent	Indépendant(e)	39	.1	310	53300
35101	St. Catharines	St. Catharines	preliminary	préliminaires	Bittle		Chris	Liberal	Libéral	34750	52	0	66808
35101	St. Catharines	St. Catharines	preliminary	préliminaires	Haj-Ahmad		Taha Alexander	Centrist	Centriste	198	.3	0	66808
35101	St. Catharines	St. Catharines	preliminary	préliminaires	Orlandi		Karen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4021	6	0	66808
35101	St. Catharines	St. Catharines	preliminary	préliminaires	Reilly		Christopher	Independent	Indépendant(e)	308	.5	0	66808
35101	St. Catharines	St. Catharines	preliminary	préliminaires	Sluijmers		Bas	Conservative	Conservateur	27011	40.4	0	66808
35101	St. Catharines	St. Catharines	preliminary	préliminaires	Wilson		Dennis	People's Party - PPC	Parti populaire - PPC	520	.8	0	66808
35101	St. Catharines	St. Catharines	validated	validés	Bittle		Chris	Liberal	Libéral	34750	52	439	67249
35101	St. Catharines	St. Catharines	validated	validés	Haj-Ahmad		Taha Alexander	Centrist	Centriste	198	.3	439	67249
35101	St. Catharines	St. Catharines	validated	validés	Orlandi		Karen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4021	6	439	67249
35101	St. Catharines	St. Catharines	validated	validés	Reilly		Christopher	Independent	Indépendant(e)	306	.5	439	67249
35101	St. Catharines	St. Catharines	validated	validés	Sluijmers		Bas	Conservative	Conservateur	27013	40.4	439	67249
35101	St. Catharines	St. Catharines	validated	validés	Wilson		Dennis	People's Party - PPC	Parti populaire - PPC	522	.8	439	67249
35102	Stormont--Dundas--Glengarry	Stormont--Dundas--Glengarry	preliminary	préliminaires	Duncan		Eric	Conservative	Conservateur	37441	56.4	0	66354
35102	Stormont--Dundas--Glengarry	Stormont--Dundas--Glengarry	preliminary	préliminaires	Good		Sarah	Liberal	Libéral	26318	39.7	0	66354
35102	Stormont--Dundas--Glengarry	Stormont--Dundas--Glengarry	preliminary	préliminaires	Kubanek		Gordon	Green Party	Parti Vert	672	1	0	66354
35102	Stormont--Dundas--Glengarry	Stormont--Dundas--Glengarry	preliminary	préliminaires	Leclerc		Mario	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1653	2.5	0	66354
35102	Stormont--Dundas--Glengarry	Stormont--Dundas--Glengarry	preliminary	préliminaires	MacKinnon		Karl Ivan	Libertarian	Libertarien	270	.4	0	66354
35102	Stormont--Dundas--Glengarry	Stormont--Dundas--Glengarry	validated	validés	Duncan		Eric	Conservative	Conservateur	37399	56.3	417	66824
35102	Stormont--Dundas--Glengarry	Stormont--Dundas--Glengarry	validated	validés	Good		Sarah	Liberal	Libéral	26407	39.8	417	66824
35102	Stormont--Dundas--Glengarry	Stormont--Dundas--Glengarry	validated	validés	Kubanek		Gordon	Green Party	Parti Vert	674	1	417	66824
35102	Stormont--Dundas--Glengarry	Stormont--Dundas--Glengarry	validated	validés	Leclerc		Mario	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1653	2.5	417	66824
35102	Stormont--Dundas--Glengarry	Stormont--Dundas--Glengarry	validated	validés	MacKinnon		Karl Ivan	Libertarian	Libertarien	274	.4	417	66824
35103	Sudbury	Sudbury	preliminary	préliminaires	Bonderoff		Nicholas	People's Party - PPC	Parti populaire - PPC	770	1.3	0	60497
35103	Sudbury	Sudbury	preliminary	préliminaires	Lapointe		Viviane	Liberal	Libéral	31329	51.8	0	60497
35103	Sudbury	Sudbury	preliminary	préliminaires	Symington		Ian	Conservative	Conservateur	23748	39.3	0	60497
35103	Sudbury	Sudbury	preliminary	préliminaires	Verrelli		Nadia	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4650	7.7	0	60497
35103	Sudbury	Sudbury	validated	validés	Bonderoff		Nicholas	People's Party - PPC	Parti populaire - PPC	773	1.3	522	61361
35103	Sudbury	Sudbury	validated	validés	Lapointe		Viviane	Liberal	Libéral	31551	51.9	522	61361
35103	Sudbury	Sudbury	validated	validés	Symington		Ian	Conservative	Conservateur	23835	39.2	522	61361
35103	Sudbury	Sudbury	validated	validés	Verrelli		Nadia	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4680	7.7	522	61361
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	preliminary	préliminaires	Belanger		Jim	Conservative	Conservateur	29129	48.3	0	60266
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	preliminary	préliminaires	Chénier		Andréane	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4818	8	0	60266
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	preliminary	préliminaires	Hossain		Himal	Green Party	Parti Vert	453	.8	0	60266
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	preliminary	préliminaires	Leroux		Justin Dean Newell	Libertarian	Libertarien	321	.5	0	60266
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	preliminary	préliminaires	Serré		Marc G.	Liberal	Libéral	24122	40	0	60266
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	preliminary	préliminaires	St. Louis		Sharilynne	People's Party - PPC	Parti populaire - PPC	1423	2.4	0	60266
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	validated	validés	Belanger		Jim	Conservative	Conservateur	29156	48.3	363	60686
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	validated	validés	Chénier		Andréane	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4822	8	363	60686
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	validated	validés	Hossain		Himal	Green Party	Parti Vert	465	.8	363	60686
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	validated	validés	Leroux		Justin Dean Newell	Libertarian	Libertarien	316	.5	363	60686
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	validated	validés	Serré		Marc G.	Liberal	Libéral	25075	41.6	363	60686
35104	Sudbury East--Manitoulin--Nickel Belt	Sudbury-Est--Manitoulin--Nickel Belt	validated	validés	St. Louis		Sharilynne	People's Party - PPC	Parti populaire - PPC	489	.8	363	60686
35105	Taiaiako'n--Parkdale--High Park	Taiaiako'n--Parkdale--High Park	preliminary	préliminaires	Bardeesy		Karim	Liberal	Libéral	36439	55.8	0	65301
35105	Taiaiako'n--Parkdale--High Park	Taiaiako'n--Parkdale--High Park	preliminary	préliminaires	Fraser		Edward	Animal Protection Party	Parti Protection Animaux	182	.3	0	65301
35105	Taiaiako'n--Parkdale--High Park	Taiaiako'n--Parkdale--High Park	preliminary	préliminaires	Gershuny		Lorne	Marxist-Leninist	Marxiste-Léniniste	92	.1	0	65301
35105	Taiaiako'n--Parkdale--High Park	Taiaiako'n--Parkdale--High Park	preliminary	préliminaires	Gorka		Anna	Green Party	Parti Vert	686	1.1	0	65301
35105	Taiaiako'n--Parkdale--High Park	Taiaiako'n--Parkdale--High Park	preliminary	préliminaires	Karpoche		Bhutila	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15002	23	0	65301
35105	Taiaiako'n--Parkdale--High Park	Taiaiako'n--Parkdale--High Park	preliminary	préliminaires	Lizon		Wladyslaw	Conservative	Conservateur	12667	19.4	0	65301
35105	Taiaiako'n--Parkdale--High Park	Taiaiako'n--Parkdale--High Park	preliminary	préliminaires	Parker		Terry	Marijuana Party	Parti Marijuana	96	.1	0	65301
